Fecha Venta,Año,Semana Venta,Desc Producto,Presentacion,Tipo Producto,Cant. Vendida,Precio de Venta,Venta Total
2022-08-28,2022,8,Papas Rizada Limon,31 g,Snack,1,2000.0,2000
2022-08-28,2022,8,Pony Malta PET,330 ml,Bebidas,2,1800.0,3600
2022-08-28,2022,8,Budweiser NR 269,250 ml,Cerveza,6,2200.0,13200
2022-08-28,2022,8,Coca Cola,3 L,Gaseosa,2,7000.0,14000
2022-08-28,2022,8,Premio,3L,Gaseosa,1,6000.0,6000
2022-08-28,2022,8,Aguila Lig Lta 330cc,330 ml,Cerveza,6,2500.0,14000
2022-08-28,2022,8,COSTEÑA BACANA LATA 330CCX6 - 14709,330 ml,Cerveza,6,2000.0,12000
2022-08-28,2022,8,Club Col Lta 330X6 N - 5252,330 ml,Cerveza,12,2800.0,32000
2022-08-28,2022,8,Club Col Lta 330X6 N - 5252,330 ml,Cerveza,5,2800.0,14000
2022-08-28,2022,8,CLUB COL DOBLE MALTA LATA 330,330 ml,Cerveza,7,2800.0,19600
2022-08-28,2022,8,Corona NR 355cc,355 ml,Cerveza,1,4500.0,4500
2022-08-28,2022,8,Coca Cola Pet,1.5 L,Gaseosa,1,4700.0,4700
2022-08-28,2022,8,Naranja PET,2 L,Gaseosa,1,3800.0,3800
2022-08-28,2022,8,Agua Cristal Con Gas,600 ml,Agua,3,1500.0,4500
2022-08-28,2022,8,Yupi Salado Grande,110 g,Snack,1,3200.0,3200
2022-08-28,2022,8,Pepsi PET,2.5 L,Gaseosa,1,4500.0,4500
2022-08-28,2022,8,Choclitos Limon,40 g,Snack,1,1800.0,1800
2022-08-29,2022,9,Manzana PET,400 ml,Gaseosa,1,1800.0,1800
2022-08-29,2022,9,Pepsi PET Black,1 L,Gaseosa,1,2300.0,2300
2022-08-29,2022,9,Coca Cola Pet,1.5 L,Gaseosa,1,4700.0,4700
2022-08-29,2022,9,Coca Cola Pet,1.5 L,Gaseosa,1,3100.0,3100
2022-08-29,2022,9,Canada Dry PET,400 ml,Gaseosa,1,1800.0,1800
2022-08-29,2022,9,Gatorade,500 ml,Bebidas,1,3000.0,3000
2022-08-29,2022,9,Choclitos Limon,40 g,Snack,1,1800.0,1800
2022-08-29,2022,9,Dorito Dinamita Limon,,Snack,1,2600.0,2600
2022-08-29,2022,9,Dorito Dinamita Faming,,Snack,1,2600.0,2600
2022-08-29,2022,9,H2OH! Pet 600 ml,600 ml,Bebidas,1,2800.0,2800
2022-08-29,2022,9,Mani Moto NK Sal,23 g,Snack,3,600.0,1800
2022-08-29,2022,9,Galletas Festival Surtidas,,Galletas,1,700.0,700
2022-08-29,2022,9,Agua Cristal,600 ml,Agua,1,1200.0,1200
2022-08-29,2022,9,Manzana PET,250 ml,Gaseosa,1,1300.0,1300
2022-08-29,2022,9,Mani Moto Natural,48 g,Snack,1,1600.0,1600
2022-09-03,2022,9,Jugo Hit Mora,500 ml,Jugos,3,2200.0,6600
2022-09-03,2022,9,Pony Malta PET,330 ml,Bebidas,3,1800.0,5400
2022-09-03,2022,9,H2OH! Pet Maracuya 600 ml,600 ml,Bebidas,2,2700.0,5400
2022-09-03,2022,9,Papas Rizada Mayonesa,31 g,Snack,3,2000.0,6000
2022-09-03,2022,9,Agua Cristal Con Gas,600 ml,Agua,2,1500.0,3000
2022-09-03,2022,9,Jugo Hit Naranja Piña,500 ml,Jugos,2,2200.0,4400
2022-09-03,2022,9,Bebida Energizante Speed,400 ml,Bebidas,2,1500.0,3000
2022-09-03,2022,9,Manzana PET,400 ml,Gaseosa,1,1800.0,1800
2022-09-03,2022,9,Canada Dry PET,400 ml,Gaseosa,3,1800.0,5400
2022-09-03,2022,9,Colombiana PET,400 ml,Gaseosa,3,1800.0,5400
2022-09-03,2022,9,Mani Moto Natural,48 g,Snack,2,1600.0,3200
2022-09-03,2022,9,Detodito BBQ,50 g,Snack,1,2500.0,2500
2022-09-03,2022,9,Poker Lta 330cc,330 ml,Cerveza,3,2500.0,7500
2022-09-03,2022,9,Yupi Salado,44 g,Snack,1,1600.0,1600
2022-09-03,2022,9,Coca Cola Pet,400 ml,Gaseosa,2,2500.0,5000
2022-09-03,2022,9,Choclitos Limon,40 g,Snack,1,1800.0,1800
2022-09-03,2022,9,Uva PET,400 ml,Gaseosa,1,1800.0,1800
2022-09-03,2022,9,Pepsi PET,400 ml,Gaseosa,1,1800.0,1800
2022-09-03,2022,9,Bon Bon Bum Surtido,,Dulces,1,400.0,400
2022-09-03,2022,9,Gatorade,500 ml,Bebidas,3,3000.0,9000
2022-09-03,2022,9,Agua Cristal,600 ml,Agua,2,1200.0,2400
2022-09-03,2022,9,Cerveza Andina Lata,473 ml,Cerveza,2,2600.0,5200
2022-09-03,2022,9,CLUB COL DOBLE MALTA LATA 330,330 ml,Cerveza,1,2800.0,2800
2022-09-03,2022,9,Galletas Festival Surtidas,,Galletas,3,700.0,2100
2022-09-03,2022,9,Mr Tea Durazno,500 ml,Bebidas,2,2000.0,4000
2022-09-03,2022,9,Mr Tea Limon,500 ml,Bebidas,1,2000.0,2000
2022-09-03,2022,9,Mani Moto NK Sal,23 g,Snack,1,600.0,600
2022-09-03,2022,9,Cheetos Natural,40 g,Snack,1,1800.0,1800
2022-09-03,2022,9,Palomitas Caramelo,68 g,Snack,2,1600.0,3200
2022-09-03,2022,9,Coca Cola Lata,235 ml,Gaseosa,3,1600.0,4800
2022-09-03,2022,9,Jugo Hit Frutas Tropicales,500 ml,Jugos,1,2200.0,2200
2022-09-03,2022,9,Aguila Lig Lta 330cc,330 ml,Cerveza,6,2500.0,15000
2022-09-04,2022,9,Pony Malta PET,330 ml,Bebidas,3,1800.0,5400
2022-09-04,2022,9,Papas Rizada Pollo,31 g,Snack,1,2000.0,2000
2022-09-04,2022,9,Detodito BBQ,50 g,Snack,1,2500.0,2500
2022-09-04,2022,9,Bon Bon Bum Surtido,,Dulces,2,400.0,800
2022-09-04,2022,9,Agua Cristal,600 ml,Agua,1,1200.0,1200
2022-09-04,2022,9,Canada Dry PET,400 ml,Gaseosa,1,1800.0,1800
2022-09-04,2022,9,Poker RN Bot,330 ml,Cerveza,1,2200.0,2200
2022-09-04,2022,9,Agua Cristal Con Gas,600 ml,Agua,5,1500.0,7500
2022-09-04,2022,9,Gatorade,500 ml,Bebidas,1,3000.0,3000
2022-09-04,2022,9,Bretaña Frio Pacl 10oz,10 oz,Gaseosa,2,2200.0,4400
2022-09-04,2022,9,Pepsi PET,3.125 L,Gaseosa,1,6000.0,6000
2022-09-04,2022,9,Club Col Lta 330X6 N - 5252,330 ml,Cerveza,1,2800.0,2800
2022-09-04,2022,9,Natuchips Maduro,38 g,Snack,1,2200.0,2200
2022-09-06,2022,10,Coca Cola,3 L,Gaseosa,2,7000.0,14000
2022-09-06,2022,10,Naranja PET,1 L,Gaseosa,2,2300.0,4600
2022-09-06,2022,10,Agua Cristal Con Gas,600 ml,Agua,5,1500.0,7500
2022-09-06,2022,10,Coca Cola Lata,235 ml,Gaseosa,1,1600.0,1600
2022-09-06,2022,10,Coca Cola Pet,400 ml,Gaseosa,1,2500.0,2500
2022-09-06,2022,10,Yupi Salado Grande,110 g,Snack,1,3200.0,3200
2022-09-06,2022,10,Agua Cristal,600 ml,Agua,1,1200.0,1200
2022-09-06,2022,10,Uva PET,1 L,Gaseosa,1,2300.0,2300
2022-09-06,2022,10,Cerveza Andina Lata,473 ml,Cerveza,1,2600.0,2600
2022-09-06,2022,10,Coca Cola Pet,1.5 L,Gaseosa,1,3100.0,3100
2022-09-09,2022,10,Jugo Hit Mora,500 ml,Jugos,2,2200.0,4400
2022-09-09,2022,10,Detodito Natural,50 g,Snack,1,2500.0,2500
2022-09-09,2022,10,Detodito Limon,50 g,Snack,1,2500.0,2500
2022-09-09,2022,10,Colombiana PET,400 ml,Gaseosa,1,1800.0,1800
2022-09-09,2022,10,Agua Cristal Con Gas,600 ml,Agua,1,1500.0,1500
2022-09-09,2022,10,Detodito BBQ,50 g,Snack,1,2500.0,2500
2022-09-10,2022,10,Margarita Limon,35 g,Snack,1,2200.0,2200
2022-09-10,2022,10,Bon Bon Bum Surtido,,Dulces,4,400.0,1600
2022-09-10,2022,10,Jugo Hit Naranja Piña,500 ml,Jugos,1,2200.0,2200
2022-09-10,2022,10,Gatorade,500 ml,Bebidas,3,3000.0,9000
2022-09-10,2022,10,Natuchips Maduro,38 g,Snack,1,2200.0,2200
2022-09-10,2022,10,Jugo Hit Mora,500 ml,Jugos,2,2200.0,4400
2022-09-10,2022,10,COSTEÑA BACANA LATA 330CCX6 - 14709,330 ml,Cerveza,1,2000.0,2000
2022-09-10,2022,10,Jugo Hit Mango,500 ml,Jugos,2,2200.0,4400
2022-09-10,2022,10,Galleta Oreo,,Galletas,1,800.0,800
2022-09-10,2022,10,Pepsi PET,400 ml,Gaseosa,1,1800.0,1800
2022-09-10,2022,10,Coca Cola Pet,400 ml,Gaseosa,1,2500.0,2500
2022-09-10,2022,10,Uva PET,400 ml,Gaseosa,1,1800.0,1800
2022-09-10,2022,10,Agua Cristal Con Gas,600 ml,Agua,3,1500.0,4500
2022-09-10,2022,10,Coca Cola,3 L,Gaseosa,2,7000.0,14000
2022-09-10,2022,10,Manzana PET,1 L,Gaseosa,1,2300.0,2300
2022-09-10,2022,10,Mani Moto Natural,48 g,Snack,3,1600.0,4800
2022-09-10,2022,10,Cheetos Trissitos Picantes,40 g,Snack,1,1800.0,1800
2022-09-10,2022,10,Poker Lta 330cc,330 ml,Cerveza,2,2500.0,5000
2022-09-10,2022,10,Aguila Lig Lta 330cc,330 ml,Cerveza,1,2500.0,2500
2022-09-10,2022,10,Jugo Hit Lulo,500 ml,Jugos,1,2200.0,2200
2022-09-10,2022,10,Cerveza Andina Lata,473 ml,Cerveza,2,2600.0,5200
2022-09-10,2022,10,Bretaña Frio Pacl 10oz,10 oz,Gaseosa,1,2200.0,2200
2022-09-10,2022,10,Aguila Lig R 750cc X 16 - 3664,750 ml,Cerveza,2,4500.0,9000
2022-09-10,2022,10,Jugo Hit Frutas Tropicales,500 ml,Jugos,1,2200.0,2200
2022-09-10,2022,10,Pepsi PET,2.5 L,Gaseosa,1,4500.0,4500
2022-09-10,2022,10,Trident,,Dulces,1,3500.0,3500
2022-09-10,2022,10,Budweiser NR 269,250 ml,Cerveza,2,2300.0,4600
2022-09-10,2022,10,Mr Tea Limon,500 ml,Bebidas,2,2000.0,4000
2022-09-10,2022,10,Choclitos Limon,40 g,Snack,1,1800.0,1800
2022-09-10,2022,10,Papas Rizada Mayonesa,31 g,Snack,1,2000.0,2000
2022-09-10,2022,10,Detodito Mix,50 g,Snack,1,2700.0,2700
2022-09-11,2022,10,Speed Max Lata,269 ml,Bebidas,2,1600.0,3200
2022-09-11,2022,10,Aguila Lig Lta 330cc,330 ml,Cerveza,3,2500.0,7500
2022-09-11,2022,10,Manzana PET,400 ml,Gaseosa,1,1800.0,1800
2022-09-11,2022,10,H2OH! Pet Maracuya 600 ml,600 ml,Bebidas,1,2800.0,2800
2022-09-11,2022,10,Agua Cristal,600 ml,Agua,1,1200.0,1200
2022-09-11,2022,10,Halls,,Dulces,1,1200.0,1200
2022-09-11,2022,10,Canada Dry PET,400 ml,Gaseosa,4,1800.0,7200
2022-09-11,2022,10,Budweiser NR 269,250 ml,Cerveza,6,2300.0,13000
2022-09-11,2022,10,Margarita Pollo,35 g,Snack,2,2200.0,4400
2022-09-11,2022,10,Margarita Limon,35 g,Snack,1,2200.0,2200
2022-09-11,2022,10,Pepsi PET,400 ml,Gaseosa,2,1800.0,3600
2022-09-11,2022,10,Coca Cola Pet,400 ml,Gaseosa,1,2500.0,2500
2022-09-11,2022,10,Gatorade,500 ml,Bebidas,1,3000.0,3000
2022-09-12,2022,11,Coca Cola,3 L,Gaseosa,1,7000.0,7000
2022-09-12,2022,11,H2OH! Pet 600 ml,600 ml,Bebidas,1,2800.0,2800
2022-09-12,2022,11,Speed Max Lata,269 ml,Bebidas,1,1600.0,1600
2022-09-12,2022,11,Gatorade,500 ml,Bebidas,4,3000.0,12000
2022-09-12,2022,11,VIVE 100 REGULAR 380ML,380 ml,Bebidas,1,2200.0,2200
2022-09-12,2022,11,Margarita Limon,35 g,Snack,1,2200.0,2200
2022-09-12,2022,11,Margarita Natural,35 g,Snack,3,2200.0,6600
2022-09-12,2022,11,Pepsi PET,400 ml,Gaseosa,1,1800.0,1800
2022-09-12,2022,11,Agua Cristal,600 ml,Agua,1,1200.0,1200
2022-09-12,2022,11,Uva PET,400 ml,Gaseosa,1,1800.0,1800
2022-09-12,2022,11,Cerveza Andina Lata,473 ml,Cerveza,2,2600.0,5200
2022-09-12,2022,11,Jugo Hit Mango,500 ml,Jugos,1,2200.0,2200
2022-09-12,2022,11,Doritos Mega Queso Paketon,68 g,Snack,1,3500.0,3500
2022-09-12,2022,11,Margarita Pollo,35 g,Snack,1,2200.0,2200
2022-09-12,2022,11,Margarita Ondulada Mayonesa,35 g,Snack,1,2200.0,2200
2022-09-12,2022,11,Bretaña Frio Pacl 10oz,10 oz,Gaseosa,1,2200.0,2200
2022-09-13,2022,11,Colombiana PET,250 ml,Gaseosa,1,1300.0,1300
2022-09-13,2022,11,Agua Cristal Con Gas,600 ml,Agua,2,1500.0,3000
2022-09-13,2022,11,Pony Malta PET,330 ml,Bebidas,2,1800.0,3600
2022-09-13,2022,11,Cheetos Boli Queso 35g,35 g,Snack,1,1800.0,1800
2022-09-13,2022,11,Bon Bon Bum Surtido,,Dulces,1,400.0,400
2022-09-13,2022,11,Papas Rizada Limon,31 g,Snack,1,2000.0,2000
2022-09-13,2022,11,Choclitos Picante,40 g,Snack,1,1800.0,1800
2022-09-13,2022,11,Galletas Festival Surtidas,,Galletas,2,700.0,1400
2022-09-13,2022,11,Papas Rizada Mayonesa,31 g,Snack,1,2000.0,2000
2022-09-13,2022,11,Gatorade,500 ml,Bebidas,1,3000.0,3000
2022-09-13,2022,11,Speed Max Lata,269 ml,Bebidas,1,1600.0,1600
2022-09-14,2022,11,Agua Cristal,600 ml,Agua,1,1200.0,1200
2022-09-14,2022,11,Cerveza Andina Lata,473 ml,Cerveza,2,2600.0,5200
2022-09-14,2022,11,Pepsi PET,400 ml,Gaseosa,3,1800.0,5400
2022-09-14,2022,11,Uva PET,1 L,Gaseosa,1,2300.0,2300
2022-09-14,2022,11,Tozineta,25 g,Snack,2,1600.0,3200
2022-09-14,2022,11,Cheesse Tris Queso,42 g,Snack,3,1800.0,5400
2022-09-14,2022,11,Coca Cola Pet,400 ml,Gaseosa,2,2500.0,5000
2022-09-14,2022,11,Gatorade,500 ml,Bebidas,1,3000.0,3000
2022-09-14,2022,11,Naranja PET,3.125 L,Gaseosa,1,6500.0,6500
2022-09-14,2022,11,Agua Cristal Botellon,20 L,Agua,2,11000.0,22000
2022-09-14,2022,11,Agua Cristal Con Gas,600 ml,Agua,1,1500.0,1500
2022-09-14,2022,11,Galletas Festival Surtidas,,Galletas,1,700.0,700
2022-09-14,2022,11,Cheetos Boli Queso 35g,35 g,Snack,1,1800.0,1800
2022-09-15,2022,11,Galletas Festival Surtidas,,Galletas,3,700.0,2100
2022-09-15,2022,11,Gatorade,500 ml,Bebidas,2,3000.0,6000
2022-09-15,2022,11,Mani Pasas Bary,40 g,Snack,1,1000.0,1000
2022-09-15,2022,11,Pepsi PET,400 ml,Gaseosa,2,1800.0,3600
2022-09-15,2022,11,Bon Bon Bum Surtido,,Dulces,1,400.0,400
2022-09-15,2022,11,Manzana PET,1 L,Gaseosa,1,2300.0,2300
2022-09-15,2022,11,Colombiana Cero PET,1 L,Gaseosa,1,2300.0,2300
2022-09-15,2022,11,Agua Cristal Con Gas,600 ml,Agua,2,1500.0,3000
2022-09-15,2022,11,Pony Malta PET,330 ml,Bebidas,2,1800.0,3600
2022-09-15,2022,11,Coca Cola Pet,400 ml,Gaseosa,1,2500.0,2500
2022-09-15,2022,11,Coca Cola,3 L,Gaseosa,1,7000.0,7000
2022-09-15,2022,11,Margarita Natural,35 g,Snack,1,2200.0,2200
2022-09-15,2022,11,Galleta Oreo,,Galletas,1,800.0,800
2022-09-15,2022,11,Papas Rizada Natural,31 g,Snack,1,2000.0,2000
2022-09-15,2022,11,Mani Moto Natural,48 g,Snack,1,1600.0,1600
2022-09-16,2022,11,Agua Cristal,600 ml,Agua,3,1200.0,3600
2022-09-16,2022,11,Natuchips Verde,38 g,Snack,2,2200.0,4400
2022-09-16,2022,11,Jugo Hit Mango,500 ml,Jugos,1,2200.0,2200
2022-09-16,2022,11,Cheetos Boli Queso 35g,35 g,Snack,1,1800.0,1800
2022-09-16,2022,11,Tozineta,25 g,Snack,1,1400.0,1400
2022-09-16,2022,11,Canada Dry PET,400 ml,Gaseosa,1,1800.0,1800
2022-09-16,2022,11,Papas Rizada Mayonesa,31 g,Snack,2,2000.0,4000
2022-09-16,2022,11,Gatorade,500 ml,Bebidas,2,3000.0,6000
2022-09-16,2022,11,Margarita Pollo,105 g,Snack,4,5500.0,22000
2022-09-16,2022,11,Cheetos Boli Queso,160 g,Snack,3,5500.0,16500
2022-09-16,2022,11,Bon Bon Bum Surtido,,Dulces,24,400.0,10600
2022-09-16,2022,11,Choco ramo mini,,Dulces,1,16000.0,16000
2022-09-16,2022,11,Festival Fresa x12,,Dulces,1,9400.0,9400
2022-09-16,2022,11,Barquillo Piazza Fresa,,Dulces,1,10000.0,10000
2022-09-16,2022,11,Manzana PET,3.125 L,Gaseosa,2,6500.0,13000
2022-09-16,2022,11,Naranja PET,3.125 L,Gaseosa,2,6500.0,13000
2022-09-16,2022,11,Popular PET,3.125 L,Gaseosa,2,6500.0,13000
2022-09-16,2022,11,Budweiser NR 269,250 ml,Cerveza,4,2300.0,9200
2022-09-16,2022,11,Speed Max Lata,269 ml,Bebidas,1,1600.0,1600
2022-09-16,2022,11,Jugo Hit Mango,500 ml,Jugos,2,2500.0,5000
2022-09-16,2022,11,Palomitas Caramelo,68 g,Snack,1,1600.0,1600
2022-09-16,2022,11,Detodito Limon,50 g,Snack,1,2700.0,2700
2022-09-16,2022,11,Cerveza Andina Lata,473 ml,Cerveza,5,2600.0,13000
2022-09-16,2022,11,Golpe Limon,45 g,Snack,1,2200.0,2200
2022-09-16,2022,11,Detodito Mix,50 g,Snack,1,2700.0,2700
2022-09-16,2022,11,Papas Rizada Hamburguesa,31 g,Snack,1,2000.0,2000
2022-09-16,2022,11,Cheetos Boli Queso 35g,35 g,Snack,1,1800.0,1800
2022-09-16,2022,11,Margarita Limon,35 g,Snack,1,2200.0,2200
2022-09-16,2022,11,Bon Bon Bum Surtido,,Dulces,1,400.0,400
2022-09-16,2022,11,Yupi Salado,44 g,Snack,1,1600.0,1600
2022-09-16,2022,11,Poker RN Bot,330 ml,Cerveza,1,2200.0,2200
2022-09-16,2022,11,Mani Pasas Bary,40 g,Snack,1,1000.0,1000
2022-09-16,2022,11,Budweiser Lta CO 269,269 ml,Cerveza,6,2300.0,13000
2022-09-17,2022,11,Doritos Mega Queso Paketon,68 g,Snack,2,3500.0,7000
2022-09-17,2022,11,Speed Max Lata,269 ml,Bebidas,1,1600.0,1600
2022-09-17,2022,11,Trident,,Dulces,1,3500.0,3500
2022-09-17,2022,11,Pony Malta PET,330 ml,Bebidas,3,1800.0,5400
2022-09-17,2022,11,Jugo Hit Mora,500 ml,Jugos,3,2500.0,7500
2022-09-17,2022,11,Coca Cola Pet,400 ml,Gaseosa,4,2500.0,10000
2022-09-17,2022,11,Aguila Lig R 750cc X 16 - 3664,750 ml,Cerveza,6,4500.0,27000
2022-09-17,2022,11,Manzana PET,400 ml,Gaseosa,1,1800.0,1800
2022-09-17,2022,11,Naranja PET,400 ml,Gaseosa,3,1800.0,5400
2022-09-17,2022,11,Cerveza Andina Lata,473 ml,Cerveza,10,2600.0,26000
2022-09-17,2022,11,Bon Bon Bum Surtido,,Dulces,1,400.0,400
2022-09-17,2022,11,Jugo Hit Lulo,500 ml,Jugos,2,2500.0,5000
2022-09-17,2022,11,Pepsi PET,2.5 L,Gaseosa,1,4500.0,4500
2022-09-17,2022,11,Jugo Hit Mango,500 ml,Jugos,2,2500.0,5000
2022-09-17,2022,11,Uva PET,400 ml,Gaseosa,1,1800.0,1800
2022-09-17,2022,11,Aguila Lig Lta 330cc,330 ml,Cerveza,6,2500.0,15000
2022-09-17,2022,11,Aguila Lig Lta 330cc,330 ml,Cerveza,5,2500.0,12500
2022-09-17,2022,11,Poker Lta 330cc,330 ml,Cerveza,1,2500.0,1500
2022-09-17,2022,11,Coca Cola,3 L,Gaseosa,1,7000.0,7000
2022-09-17,2022,11,Budweiser NR 269,250 ml,Cerveza,3,2300.0,6900
2022-09-17,2022,11,COSTEÑA BACANA LATA 330CCX6 - 14709,330 ml,Cerveza,5,2000.0,10000
2022-09-17,2022,11,Poker Lta 330cc,330 ml,Cerveza,1,2500.0,2500
2022-09-17,2022,11,Pepsi PET,400 ml,Gaseosa,2,1800.0,3600
2022-09-17,2022,11,Margarita Pollo,105 g,Snack,1,5500.0,5500
2022-09-17,2022,11,Cheesse Tris Queso,42 g,Snack,1,1800.0,1800
2022-09-17,2022,11,Margarita Pollo,35 g,Snack,1,2200.0,2200
2022-09-17,2022,11,Margarita Limon,35 g,Snack,1,2200.0,2200
2022-09-17,2022,11,Doritos Mega Queso Familiar,185 g,Snack,1,7000.0,7000
2022-09-17,2022,11,Detodito BBQ,50 g,Snack,1,2700.0,2700
2022-09-17,2022,11,Agua Cristal Con Gas,600 ml,Agua,1,1500.0,1500
2022-09-17,2022,11,Coca Cola Pet,1.5 L,Gaseosa,1,4700.0,3100
2022-09-17,2022,11,Coca Cola,3 L,Gaseosa,1,0.0,0
2022-09-18,2022,11,Agua Cristal Con Gas,600 ml,Agua,2,1500.0,3000
2022-09-18,2022,11,Galleta Oreo,,Galletas,1,800.0,800
2022-09-18,2022,11,Agua Cristal,600 ml,Agua,2,1200.0,2400
2022-09-18,2022,11,Pepsi PET,400 ml,Gaseosa,1,1800.0,1800
2022-09-18,2022,11,Powerade,500 ml,Bebidas,2,3000.0,6000
2022-09-18,2022,11,Coca Cola Pet,1.5 L,Gaseosa,2,5000.0,10000
2022-09-18,2022,11,COSTEÑA BACANA LATA 330CCX6 - 14709,330 ml,Cerveza,2,2000.0,4000
2022-09-18,2022,11,Budweiser NR 269,250 ml,Cerveza,1,2300.0,2300
2022-09-19,2022,12,Pony Malta PET,330 ml,Bebidas,1,1800.0,1800
2022-09-19,2022,12,Speed Max Lata,269 ml,Bebidas,1,1600.0,1600
2022-09-19,2022,12,Gomas Trululu Aros,,Dulces,2,200.0,400
2022-09-19,2022,12,Galleta Oreo,,Galletas,1,800.0,800
2022-09-19,2022,12,Agua Cristal,600 ml,Agua,2,1200.0,2400
2022-09-19,2022,12,Gatorade,500 ml,Bebidas,1,3000.0,3000
2022-09-19,2022,12,Cheetos Boli Queso 35g,35 g,Snack,1,1800.0,1800
2022-09-19,2022,12,Margarita Natural,35 g,Snack,1,2200.0,2200
2022-09-19,2022,12,Margarita Ondulada Mayonesa,35 g,Snack,1,2200.0,2200
2022-09-19,2022,12,Mani Moto Natural,48 g,Snack,1,1600.0,1600
2022-09-20,2022,12,Papas Rizada Mayonesa,31 g,Snack,1,2000.0,2000
2022-09-20,2022,12,Gatorade,500 ml,Bebidas,1,3000.0,3000
2022-09-20,2022,12,Uva PET,1 L,Gaseosa,1,2300.0,2300
2022-09-20,2022,12,Coca Cola Pet,1.5 L,Gaseosa,2,5000.0,10000
2022-09-20,2022,12,Agua Cristal Con Gas,600 ml,Agua,2,1500.0,3000
2022-09-20,2022,12,Cheesse Tris Queso,42 g,Snack,1,1800.0,1800
2022-09-20,2022,12,Agua Cristal,600 ml,Agua,1,1200.0,1200
2022-09-20,2022,12,Jugo Hit Mango,500 ml,Jugos,1,2500.0,2500
2022-09-20,2022,12,Margarita Limon,35 g,Snack,1,2200.0,2200
2022-09-20,2022,12,Canada Dry PET,400 ml,Gaseosa,1,1800.0,1800
2022-09-21,2022,12,Agua Cristal,600 ml,Agua,1,1200.0,1200
2022-09-21,2022,12,Coca Cola Pet,1.5 L,Gaseosa,1,5000.0,5000
2022-09-21,2022,12,Coca Cola Pet,1.5 L,Gaseosa,2,4000.0,8000
2022-09-21,2022,12,Mani Moto Natural,48 g,Snack,2,1600.0,3200
2022-09-21,2022,12,Agua Cristal Con Gas,600 ml,Agua,4,1500.0,6000
2022-09-21,2022,12,Jugo Hit Lulo,500 ml,Jugos,2,2500.0,5000
2022-09-21,2022,12,Papas Rizada Pollo,31 g,Snack,1,2000.0,2000
2022-09-21,2022,12,Jugo Hit Mora,500 ml,Jugos,2,2500.0,5000
2022-09-21,2022,12,Jugo Hit Naranja Piña,500 ml,Jugos,1,2500.0,2500
2022-09-21,2022,12,Jugo Hit Mango,500 ml,Jugos,1,2500.0,2500
2022-09-21,2022,12,Margarita Ondulada Mayonesa,35 g,Snack,2,2200.0,4400
2022-09-21,2022,12,Margarita Limon,35 g,Snack,2,2200.0,4400
2022-09-21,2022,12,Manzana PET,1 L,Gaseosa,1,2300.0,2300
2022-09-21,2022,12,Pony Malta PET,330 ml,Bebidas,1,1800.0,1800
2022-09-21,2022,12,COSTEÑA BACANA LATA 330CCX6 - 14709,330 ml,Cerveza,4,2000.0,8000
2022-09-21,2022,12,Mani Pasas Bary,40 g,Snack,1,1000.0,1000
2022-09-21,2022,12,Uva PET,1 L,Gaseosa,1,2300.0,2300
2022-09-21,2022,12,Sprite,3L,Gaseosa,1,5500.0,5500
2022-09-22,2022,12,Speed Max Lata,269 ml,Bebidas,1,1600.0,1600
2022-09-22,2022,12,Galletas Festival Surtidas,,Galletas,1,700.0,700
2022-09-22,2022,12,Gatorade,500 ml,Bebidas,2,3000.0,6000
2022-09-22,2022,12,Papas Rizada Mayonesa,31 g,Snack,1,2000.0,2000
2022-09-22,2022,12,Pony Malta PET,330 ml,Bebidas,2,1800.0,3600
2022-09-22,2022,12,Cheetos Natural,40 g,Snack,1,1800.0,1800
2022-09-22,2022,12,Agua Cristal Con Gas,600 ml,Agua,3,1500.0,4500
2022-09-22,2022,12,Agua Cristal,600 ml,Agua,2,1200.0,2400
2022-09-22,2022,12,Uva PET,1 L,Gaseosa,1,2300.0,2300
2022-09-22,2022,12,Margarita Limon,35 g,Snack,1,2200.0,2200
2022-09-22,2022,12,Doritos Mega Queso Paketon,68 g,Snack,2,3500.0,7000
2022-09-22,2022,12,Bon Bon Bum Surtido,,Dulces,1,400.0,400
2022-09-22,2022,12,Gomas Trululu Aros,,Dulces,1,200.0,200
2022-09-22,2022,12,Detodito Limon,50 g,Snack,1,2700.0,2700
2022-09-22,2022,12,Papas Rizada Pollo,31 g,Snack,1,2000.0,2000
2022-09-22,2022,12,Coca Cola Pet,1.5 L,Gaseosa,2,5000.0,10000
2022-09-22,2022,12,Popular PET,3.125 L,Gaseosa,1,6500.0,6500
2022-09-22,2022,12,Mani Moto Natural,48 g,Snack,1,1600.0,1600
2022-09-23,2022,12,Agua Cristal,600 ml,Agua,2,1200.0,2400
2022-09-23,2022,12,Gomas Trululu Aros,,Dulces,19,200.0,3800
2022-09-23,2022,12,Papas Rizada Mayonesa,31 g,Snack,1,2000.0,2000
2022-09-23,2022,12,Cheetos Trissitos Picantes,40 g,Snack,1,1800.0,1800
2022-09-23,2022,12,Naranja PET,400 ml,Gaseosa,1,1800.0,1800
2022-09-23,2022,12,Galletas Festival Surtidas,,Galletas,1,700.0,700
2022-09-23,2022,12,Bon Bon Bum Surtido,,Dulces,4,400.0,1600
2022-09-23,2022,12,Uva PET,1 L,Gaseosa,1,2300.0,2300
2022-09-23,2022,12,Colombiana Cero PET,1 L,Gaseosa,1,2300.0,2300
